49410|Güterbeförderung im Straßenverkehr von Briefen als Fracht, für Dritte
56112|Imbiss Verkauf von Pasta und Fertig Pinsa
55202|Vermietung von Ferienwohnungen
49410|Güterbeförderung
55202|meine Tätigkeit ist Vermietung von Ferienwohnungen
56113|Cafe
49410|Güterbeförderung auf der Straße, Frächterei
49410|Güterbeförderung auf der Straße, Frächterei
49340|Personenbeförderung mit Seilbahnen und Skiliften
55102|Beherbergung
56112|Jausenstation Bewirtung
55102|Hotelpension, als Pension geführt
55202|Ferienwohnung
55202|Appartements
55300|Campingplätze
55202|Vermietung von Ferienwohnungen im Rahmen UAB
55202|Vermietung von Apartements
55102|Hotelpension, als Pension geführt
53200|Kurierdienst,
55101|I55.1
56113|Kaffeehaus
52260|Spedition
49330|Taxi Dienste,
52211|Betrieb einer Tiefgarage
49330|Taxiverkehr
52250|Spedition, Logistk und Transport Österreich und weltweit
55101|Beherberung u. Gastronomie
49320|Personenbeförderung als Überkategorie mit 100 Prozent Umsatzanteil, davon Personenbeförderung mit Omnibus mit ca. 60 Prozent und Personenbeförderung mit Taxi auf Abruf und Krankentransporte mit ca. 40 Prozent
49330|ich habe mit 31.12.2024 mein Gewerbe gelöscht.
52211|Vermietung von Garagen und Carportplätzen für das Einstellen von KFZ und Wohnmobilen bzw. Vermietung von Lagerflächen für Unternehmer
49330|Taxiverkehr
52219|Transportbegleitung im Landverkehr
52260|Spedition
51100|Fluggesellschaft, Personenbeförderung
52260|sonstige dienstleistungen für den verkehr
52211|Vermietung von Parkflächen, kurzfristig
49330| Taxi
52260|52.26-0
49330|Taxiunternehmen
49330|Taxiverkehr
52250|Die Haupttätigkeit  ist die Erbringung von Logistikdienstleistungen (H 52.25) mit ca. 80% Anteil; die Nebentätigkeiten sind die Sonstige Lagerei (52.10.-9) mit 10% und der Großhandel mit pharmazeutischen Produkten (G 46.46-1) ebenfalls mit 10%
52250|Erbringung von Logistikdienstleistungen
49330|Taxiunternehmer, Taxifunkzentrale
49330|Taxiunternehmen
49330|Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf
49330|Taxifahrer
52230|Tankstellenbetreuung Luftfahrzueugbetankung
49330|Taxiverkehr
52260|Spedition (nicht: Güterbeförderung)
49330|Personenbeförderung
56111|I 56.11-1
49330|Ich bitte Sie die Haupttätigkeit auf die Önace H 49.33.0 Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf zu ändern, da wir ausschließlich im Gelegenheitsverkehr mit Fahrzeugen bis zu 9 Sitzplätzen  tätig sind und keinen Linienverkehr betreiben. Untergruppen sind Schulbusbetrieb im Gelegenheitsverkehr, Krankentransport ohne Sanitäter sowie Behindertentransport.
49330|Taxifahrer
52212|Mautstraße
52260|Spedition
49330|Personenbeförderung im Gelegenheitsflugverkehr
49330|Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf
49330|Personenbeförderung
49330|Personenbeförderungsgewerbe mit Pkw - Taxi
49410|Güterbeförderung auf der Straße, Frächterei
52260|Spedition
52219|Tätigkeiten im Zusammenhang mit der Beförderung von Personen, Tieren oder Gütern auf der Straße und auf sonstigen Landwegen
49310|Bus- und Taxiunternehmen
49330|Personenbeförderungsgewerbe mit Pkw (Taxi)
49330|Personenbeförderung mit Fahrzeug mit Fahrer
52230|Dienstleistungen in der Luftfahrt
49330|Taxiverkehr
55202|Ferienwohnung
52211|Betrieb und Bewirtschaftung von Parkierungsanlagen
52260|Disposition
55102|Pension
49330|Taxiunternehmen
49330|Taxiverkehr
49330|Taxibetrieb
52260|Spedition
52260|Organisation von Straßentransporten innerhalb Europas (Landverkehre)
52250|Erbringung von Transport Logistik im Bereich Beton Transport
49410|Begleitungen
56112|Buffetbetrieb
49330|Taxi
55202|Privatzimmervermietung
49330|Taxiunternehmen
52260|Spedition, Transport - Güterverkehr
49330|Sehr geehrte Damen und Herren,

Ich bin ein Einperson-Unternehmen, die Haupttätigkeit ist Taxibetrieb ohne Lenker, Nebentätigkeit übe ich die Versicherungs-und Finanzierungsvermittlung aus.
49500|Transport von Rohöl in einer Pipeline
49330|Taxiverkehr
52260|Spedition (nicht: Güterbeförderung)
49200|Eisenbahn, Güterbeförderung
49330|Taxiverkehr
49310|Bitte unsere Hauptbranche ändern auf: 49.39-9-Sonstige Personenbeförderung im Landverkehr a.n.g. (ohne Seilbahnwirtschaft)
52260|Spedition (nicht: Güterbeförderung)
52250|Spedition, Transportlogistik
49330|Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf
52260|Verkehr international und national,
49310|Linienverkehr
52211|Parkgarage
49330|teile ich Ihnen mit, dass meine Haupttätigkeit seit 01.Dezember 2023 in der Abhaltung meiner Freizeit in der Pension liegt. Ich habe mit 30.11.2023 alle meine bisherigen selbstständigen Berechtigungen zurück gelegt.
49330|Taxiverkehr
49330|Personenbeförderung
49420|Umzugstransporte
49410|Güterbeförderung auf der Straße, Frächterei
49330|Taxiverkehr
55101|Hotel und Gastronomie
51100|Pilotentätigkeit und Beratung, Flugplanung und diverse Vermittlungstätigkeit
49310|Kraftfahrlinienverkehr, Nahverkehr
52230|Bodendienste auf Flughäfen
49330|Taxiverkehr
49330|Personenbeförderung Taxi-Mietwagen branche
49330|Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf
49330|Taxiunternehmen
49330|Taxiverkehr
52320|Vermittlungstätigkeiten für die Personenbeförderung
49420|Wie machen Umzüge
55202|Vermietung Ferienhaus in Verbindung mit Urlaub am Bauernhof
49330|Taxigewerbe 
49330|Taxiunternehmen
52260|Erbringung von sonstigen Dienstleistungen für den Verkehr
